student_id,feedback
8787,Not happy with difficulty level
8788,Not happy with difficulty level
8789,The exam was fair and well structured
8790,The exam was fair and well structured
8791,Very satisfied with the exam
8792,Poor time management required
8793,Not happy with difficulty level
8794,Time was insufficient
8795,Time was insufficient
8796,Overall good experience
8797,Excellent exam pattern
8798,Very satisfied with the exam
8799,Paper was moderate
8800,Time was insufficient
8801,Not happy with difficulty level
8802,Overall good experience
8803,Paper was moderate
8804,Overall good experience
8805,Questions were too difficult
8806,The exam was fair and well structured
8807,Overall good experience
8808,Not happy with difficulty level
8809,Average experience
8810,Poor time management required
8811,The exam was fair and well structured
8812,Time was insufficient
8813,Overall good experience
8814,Questions were too difficult
8815,Questions were too difficult
8816,Time was insufficient
8817,Time was insufficient
8818,Questions were too difficult
8819,Not happy with difficulty level
8820,Excellent exam pattern
8821,Average experience
8822,Questions were too difficult
8823,Average experience
8824,Excellent exam pattern
8825,Very satisfied with the exam
8826,Paper was moderate
8827,Paper was moderate
8828,Paper was moderate
8829,Questions were too difficult
8830,Average experience
8831,Poor time management required
8832,Excellent exam pattern
8833,Poor time management required
8834,Not happy with difficulty level
8835,The exam was fair and well structured
8836,Average experience
8837,Poor time management required
8838,Paper was moderate
8839,Poor time management required
8840,Poor time management required
8841,Poor time management required
8842,Time was insufficient
8843,Paper was moderate
8844,Time was insufficient
8845,The exam was fair and well structured
8846,Poor time management required
8847,Excellent exam pattern
8848,Paper was moderate
8849,Time was insufficient
8850,The exam was fair and well structured
8851,Time was insufficient
8852,Time was insufficient
8853,Average experience
8854,Paper was moderate
8855,Time was insufficient
8856,Not happy with difficulty level
8857,Questions were too difficult
8858,Average experience
8859,Very satisfied with the exam
8860,Very satisfied with the exam
8861,Excellent exam pattern
8862,Average experience
8863,Average experience
8864,Average experience
8865,Excellent exam pattern
8866,Very satisfied with the exam
8867,Time was insufficient
8868,Time was insufficient
8869,Paper was moderate
8870,Time was insufficient
8871,Average experience
8872,Paper was moderate
8873,Excellent exam pattern
8874,Time was insufficient
8875,Not happy with difficulty level
8876,Paper was moderate
8877,Excellent exam pattern
8878,Poor time management required
8879,Average experience
8880,Very satisfied with the exam
8881,The exam was fair and well structured
8882,Not happy with difficulty level
8883,Not happy with difficulty level
8884,Excellent exam pattern
8885,Poor time management required
8886,Average experience
8887,Not happy with difficulty level
8888,Not happy with difficulty level
8889,Very satisfied with the exam
8890,Overall good experience
8891,Paper was moderate
8892,Paper was moderate
8893,Average experience
8894,Questions were too difficult
8895,Very satisfied with the exam
8896,Excellent exam pattern
8897,Paper was moderate
8898,Excellent exam pattern
8899,Overall good experience
8900,Questions were too difficult
8901,The exam was fair and well structured
8902,Not happy with difficulty level
8903,Excellent exam pattern
8904,Paper was moderate
8905,Average experience
8906,Paper was moderate
8907,Time was insufficient
8908,Overall good experience
8909,Time was insufficient
8910,Questions were too difficult
8911,Time was insufficient
8912,Time was insufficient
8913,Paper was moderate
8914,Not happy with difficulty level
8915,The exam was fair and well structured
8916,Very satisfied with the exam
8917,The exam was fair and well structured
8918,Time was insufficient
8919,Paper was moderate
8920,Not happy with difficulty level
8921,The exam was fair and well structured
8922,Time was insufficient
8923,Very satisfied with the exam
8924,Time was insufficient
8925,Time was insufficient
8926,Paper was moderate
8927,Questions were too difficult
8928,Average experience
8929,Excellent exam pattern
8930,Not happy with difficulty level
8931,The exam was fair and well structured
8932,Poor time management required
8933,Average experience
8934,Excellent exam pattern
8935,Excellent exam pattern
8936,Time was insufficient
8937,Time was insufficient
8938,Excellent exam pattern
8939,Paper was moderate
8940,Overall good experience
8941,Very satisfied with the exam
8942,Paper was moderate
8943,Questions were too difficult
8944,Average experience
8945,Poor time management required
8946,Average experience
8947,Very satisfied with the exam
8948,Not happy with difficulty level
8949,Average experience
8950,Time was insufficient
8951,Very satisfied with the exam
8952,Poor time management required
8953,Average experience
8954,Poor time management required
8955,Poor time management required
8956,The exam was fair and well structured
8957,Poor time management required
8958,Time was insufficient
8959,Paper was moderate
8960,Average experience
8961,Overall good experience
8962,Not happy with difficulty level
8963,Excellent exam pattern
8964,The exam was fair and well structured
8965,Poor time management required
8966,Not happy with difficulty level
8967,Not happy with difficulty level
8968,Questions were too difficult
8969,The exam was fair and well structured
8970,Excellent exam pattern
8971,Poor time management required
8972,Time was insufficient
8973,Time was insufficient
8974,The exam was fair and well structured
8975,The exam was fair and well structured
8976,Not happy with difficulty level
8977,Not happy with difficulty level
8978,Not happy with difficulty level
8979,Very satisfied with the exam
8980,Time was insufficient
8981,Questions were too difficult
8982,Time was insufficient
8983,Average experience
8984,Overall good experience
8985,Paper was moderate
8986,Not happy with difficulty level
8987,Questions were too difficult
8988,Questions were too difficult
8989,Not happy with difficulty level
8990,The exam was fair and well structured
8991,Very satisfied with the exam
8992,Poor time management required
8993,Very satisfied with the exam
8994,Average experience
8995,Not happy with difficulty level
8996,Average experience
8997,Poor time management required
8998,Questions were too difficult
8999,Excellent exam pattern
9000,Very satisfied with the exam
9001,Paper was moderate
9002,The exam was fair and well structured
9003,Poor time management required
9004,Time was insufficient
9005,Not happy with difficulty level
9006,Very satisfied with the exam
9007,Poor time management required
9008,Time was insufficient
9009,Paper was moderate
9010,Overall good experience
9011,Paper was moderate
9012,Questions were too difficult
9013,Poor time management required
9014,The exam was fair and well structured
9015,Poor time management required
9016,Poor time management required
9017,Overall good experience
9018,Poor time management required
9019,Poor time management required
9020,Excellent exam pattern
9021,Overall good experience
9022,Questions were too difficult
9023,Questions were too difficult
9024,Paper was moderate
9025,Not happy with difficulty level
9026,Time was insufficient
9027,The exam was fair and well structured
9028,Average experience
9029,Not happy with difficulty level
9030,Overall good experience
9031,Questions were too difficult
9032,Questions were too difficult
9033,Paper was moderate
9034,Excellent exam pattern
9035,Paper was moderate
9036,Very satisfied with the exam
9037,Poor time management required
9038,Questions were too difficult
9039,Very satisfied with the exam
9040,The exam was fair and well structured
9041,Not happy with difficulty level
9042,Time was insufficient
9043,Time was insufficient
9044,Paper was moderate
9045,Overall good experience
9046,Questions were too difficult
9047,Excellent exam pattern
9048,Average experience
9049,The exam was fair and well structured
9050,Time was insufficient
9051,Overall good experience
9052,Poor time management required
9053,Not happy with difficulty level
9054,Time was insufficient
9055,Overall good experience
9056,The exam was fair and well structured
9057,Average experience
9058,The exam was fair and well structured
9059,Paper was moderate
9060,Average experience
9061,Paper was moderate
9062,Very satisfied with the exam
9063,Poor time management required
9064,Time was insufficient
9065,Poor time management required
9066,Excellent exam pattern
9067,Overall good experience
9068,Poor time management required
9069,Excellent exam pattern
9070,Excellent exam pattern
9071,Excellent exam pattern
9072,Paper was moderate
9073,Poor time management required
9074,Not happy with difficulty level
9075,Not happy with difficulty level
9076,Average experience
9077,The exam was fair and well structured
9078,Excellent exam pattern
9079,Poor time management required
9080,Paper was moderate
9081,Poor time management required
9082,Time was insufficient
9083,The exam was fair and well structured
9084,Poor time management required
9085,The exam was fair and well structured
9086,Not happy with difficulty level
9087,Poor time management required
9088,The exam was fair and well structured
9089,Poor time management required
9090,Not happy with difficulty level
9091,Very satisfied with the exam
9092,Time was insufficient
9093,Average experience
9094,The exam was fair and well structured
9095,Very satisfied with the exam
9096,Very satisfied with the exam
9097,Average experience
9098,Poor time management required
9099,Time was insufficient
9100,Paper was moderate
9101,The exam was fair and well structured
9102,Poor time management required
9103,Very satisfied with the exam
9104,Not happy with difficulty level
9105,Very satisfied with the exam
9106,Very satisfied with the exam
9107,Very satisfied with the exam
9108,Overall good experience
9109,Overall good experience
9110,Overall good experience
9111,Average experience
9112,Poor time management required
9113,Excellent exam pattern
9114,Poor time management required
9115,Overall good experience
9116,Average experience
9117,The exam was fair and well structured
9118,Time was insufficient
9119,Questions were too difficult
9120,Not happy with difficulty level
9121,Questions were too difficult
9122,The exam was fair and well structured
9123,The exam was fair and well structured
9124,Average experience
9125,Not happy with difficulty level
9126,Average experience
9127,Average experience
9128,Not happy with difficulty level
9129,Questions were too difficult
9130,Excellent exam pattern
9131,Overall good experience
9132,Very satisfied with the exam
9133,The exam was fair and well structured
9134,Very satisfied with the exam
9135,The exam was fair and well structured
9136,Very satisfied with the exam
9137,Paper was moderate
9138,Poor time management required
9139,Excellent exam pattern
9140,Paper was moderate
9141,Paper was moderate
9142,Time was insufficient
9143,Not happy with difficulty level
9144,Average experience
9145,Excellent exam pattern
9146,The exam was fair and well structured
9147,Not happy with difficulty level
9148,Overall good experience
9149,The exam was fair and well structured
9150,Not happy with difficulty level
9151,The exam was fair and well structured
9152,Overall good experience
9153,The exam was fair and well structured
9154,Paper was moderate
9155,Not happy with difficulty level
9156,The exam was fair and well structured
9157,Poor time management required
9158,Overall good experience
9159,Paper was moderate
9160,The exam was fair and well structured
9161,Not happy with difficulty level
9162,The exam was fair and well structured
9163,Poor time management required
9164,The exam was fair and well structured
9165,Overall good experience
9166,Very satisfied with the exam
9167,Average experience
9168,Overall good experience
9169,Paper was moderate
9170,Not happy with difficulty level
9171,Overall good experience
9172,Questions were too difficult
9173,Not happy with difficulty level
9174,Paper was moderate
9175,Not happy with difficulty level
9176,Average experience
9177,The exam was fair and well structured
9178,Not happy with difficulty level
9179,Very satisfied with the exam
9180,Questions were too difficult
9181,Overall good experience
9182,Not happy with difficulty level
9183,Excellent exam pattern
9184,Poor time management required
9185,Paper was moderate
9186,Questions were too difficult
9187,Excellent exam pattern
9188,Average experience
9189,Time was insufficient
9190,Time was insufficient
9191,Time was insufficient
9192,Time was insufficient
9193,Very satisfied with the exam
9194,Overall good experience
9195,Excellent exam pattern
9196,Paper was moderate
9197,Excellent exam pattern
9198,Paper was moderate
9199,Not happy with difficulty level
9200,Questions were too difficult
9201,Poor time management required
9202,Excellent exam pattern
9203,Average experience
9204,Time was insufficient
9205,Excellent exam pattern
9206,Very satisfied with the exam
9207,Very satisfied with the exam
9208,Questions were too difficult
9209,Not happy with difficulty level
9210,Poor time management required
9211,Poor time management required
9212,Poor time management required
9213,Questions were too difficult
9214,Poor time management required
9215,Average experience
9216,Time was insufficient
9217,Questions were too difficult
9218,Overall good experience
9219,The exam was fair and well structured
9220,The exam was fair and well structured
9221,Paper was moderate
9222,Very satisfied with the exam
9223,Average experience
9224,Poor time management required
9225,Excellent exam pattern
9226,The exam was fair and well structured
9227,Poor time management required
9228,Overall good experience
9229,Average experience
9230,Very satisfied with the exam
9231,Very satisfied with the exam
9232,Paper was moderate
9233,Very satisfied with the exam
9234,Overall good experience
9235,Average experience
9236,Paper was moderate
9237,Very satisfied with the exam
9238,Average experience
9239,Average experience
9240,Paper was moderate
9241,The exam was fair and well structured
9242,The exam was fair and well structured
9243,Time was insufficient
9244,Very satisfied with the exam
9245,Average experience
9246,Average experience
9247,Very satisfied with the exam
9248,The exam was fair and well structured
9249,Poor time management required
9250,Excellent exam pattern
9251,Overall good experience
9252,The exam was fair and well structured
9253,Poor time management required
9254,Average experience
9255,Time was insufficient
9256,Excellent exam pattern
9257,Excellent exam pattern
9258,Very satisfied with the exam
9259,Very satisfied with the exam
9260,Excellent exam pattern
9261,Paper was moderate
9262,Average experience
9263,Not happy with difficulty level
9264,Not happy with difficulty level
9265,The exam was fair and well structured
9266,Very satisfied with the exam
9267,Overall good experience
9268,Time was insufficient
9269,Poor time management required
9270,The exam was fair and well structured
9271,Average experience
9272,Overall good experience
9273,Time was insufficient
9274,Overall good experience
9275,Poor time management required
9276,Overall good experience
9277,Average experience
9278,Time was insufficient
9279,Overall good experience
9280,Average experience
9281,Very satisfied with the exam
9282,Paper was moderate
9283,Very satisfied with the exam
9284,Average experience
9285,Paper was moderate
9286,Excellent exam pattern
9287,Overall good experience
9288,The exam was fair and well structured
9289,Questions were too difficult
9290,The exam was fair and well structured
9291,Paper was moderate
9292,Excellent exam pattern
9293,Average experience
9294,The exam was fair and well structured
9295,Average experience
9296,Very satisfied with the exam
9297,Not happy with difficulty level
9298,Paper was moderate
9299,Paper was moderate
9300,The exam was fair and well structured
9301,Very satisfied with the exam
9302,Poor time management required
9303,Overall good experience
9304,Overall good experience
9305,Overall good experience
9306,Time was insufficient
9307,Overall good experience
9308,Average experience
9309,Average experience
9310,Very satisfied with the exam
9311,Poor time management required
9312,Paper was moderate
9313,Excellent exam pattern
9314,Paper was moderate
9315,The exam was fair and well structured
9316,Overall good experience
9317,The exam was fair and well structured
9318,Time was insufficient
9319,Not happy with difficulty level
9320,Average experience
9321,Excellent exam pattern
9322,Questions were too difficult
9323,Overall good experience
9324,Excellent exam pattern
9325,Average experience
9326,Excellent exam pattern
9327,The exam was fair and well structured
9328,Questions were too difficult
9329,Excellent exam pattern
9330,Poor time management required
9331,Average experience
9332,Very satisfied with the exam
9333,Very satisfied with the exam
9334,Not happy with difficulty level
9335,Poor time management required
9336,Time was insufficient
9337,Excellent exam pattern
9338,Not happy with difficulty level
9339,Not happy with difficulty level
9340,Time was insufficient
9341,Not happy with difficulty level
9342,Not happy with difficulty level
9343,Overall good experience
9344,Average experience
9345,Excellent exam pattern
9346,Not happy with difficulty level
9347,Overall good experience
9348,Overall good experience
9349,Average experience
9350,Time was insufficient
9351,Overall good experience
9352,Time was insufficient
9353,Average experience
9354,Average experience
9355,The exam was fair and well structured
9356,Questions were too difficult
9357,Poor time management required
9358,Time was insufficient
9359,The exam was fair and well structured
9360,Not happy with difficulty level
9361,Overall good experience
9362,The exam was fair and well structured
9363,Excellent exam pattern
9364,Not happy with difficulty level
9365,Not happy with difficulty level
9366,Paper was moderate
9367,Very satisfied with the exam
9368,Paper was moderate
9369,Not happy with difficulty level
9370,Excellent exam pattern
9371,Questions were too difficult
9372,Not happy with difficulty level
9373,Poor time management required
9374,Overall good experience
9375,Not happy with difficulty level
9376,Average experience
9377,Paper was moderate
9378,Poor time management required
9379,Paper was moderate
9380,The exam was fair and well structured
9381,Not happy with difficulty level
9382,Paper was moderate
9383,Overall good experience
9384,Overall good experience
9385,Excellent exam pattern
9386,Excellent exam pattern
9387,Overall good experience
9388,Not happy with difficulty level
9389,Overall good experience
9390,Very satisfied with the exam
9391,The exam was fair and well structured
9392,Poor time management required
9393,Not happy with difficulty level
9394,Questions were too difficult
9395,Poor time management required
9396,Time was insufficient
9397,Poor time management required
9398,Questions were too difficult
9399,Poor time management required
9400,Paper was moderate
9401,Paper was moderate
9402,Excellent exam pattern
9403,Average experience
9404,Overall good experience
9405,Not happy with difficulty level
9406,Average experience
9407,Not happy with difficulty level
9408,Not happy with difficulty level
9409,Poor time management required
9410,Time was insufficient
9411,Average experience
9412,Not happy with difficulty level
9413,The exam was fair and well structured
9414,Poor time management required
9415,Excellent exam pattern
9416,Questions were too difficult
9417,The exam was fair and well structured
9418,Very satisfied with the exam
9419,Poor time management required
9420,Overall good experience
9421,Very satisfied with the exam
9422,Questions were too difficult
9423,The exam was fair and well structured
9424,Overall good experience
9425,Poor time management required
9426,Paper was moderate
9427,Not happy with difficulty level
9428,Poor time management required
9429,Questions were too difficult
9430,Excellent exam pattern
9431,Average experience
9432,Average experience
9433,Very satisfied with the exam
9434,The exam was fair and well structured
9435,Average experience
9436,Excellent exam pattern
9437,Overall good experience
9438,Time was insufficient
9439,Paper was moderate
9440,Time was insufficient
9441,Poor time management required
9442,The exam was fair and well structured
9443,Not happy with difficulty level
9444,Average experience
9445,Time was insufficient
9446,Average experience
9447,Excellent exam pattern
9448,Average experience
9449,Overall good experience
9450,The exam was fair and well structured
9451,Paper was moderate
9452,Paper was moderate
9453,Overall good experience
9454,Not happy with difficulty level
9455,Questions were too difficult
9456,Average experience
9457,Average experience
9458,Excellent exam pattern
9459,Questions were too difficult
9460,Overall good experience
9461,Very satisfied with the exam
9462,Time was insufficient
9463,The exam was fair and well structured
9464,Very satisfied with the exam
9465,Paper was moderate
9466,Paper was moderate
9467,Not happy with difficulty level
9468,Average experience
9469,Very satisfied with the exam
9470,Time was insufficient
9471,The exam was fair and well structured
9472,Paper was moderate
9473,Average experience
9474,Time was insufficient
9475,Time was insufficient
9476,Poor time management required
9477,Average experience
9478,Time was insufficient
9479,Overall good experience
9480,Paper was moderate
9481,Questions were too difficult
9482,Questions were too difficult
9483,Questions were too difficult
9484,Excellent exam pattern
9485,Questions were too difficult
9486,Excellent exam pattern
9487,Very satisfied with the exam
9488,Paper was moderate
9489,Very satisfied with the exam
9490,Overall good experience
9491,The exam was fair and well structured
9492,Average experience
9493,Excellent exam pattern
9494,Excellent exam pattern
9495,Excellent exam pattern
9496,Time was insufficient
9497,The exam was fair and well structured
9498,Overall good experience
9499,Questions were too difficult
9500,The exam was fair and well structured
9501,Not happy with difficulty level
9502,Average experience
9503,Overall good experience
9504,Time was insufficient
9505,Poor time management required
9506,Poor time management required
9507,Questions were too difficult
9508,The exam was fair and well structured
9509,Overall good experience
9510,Overall good experience
9511,Excellent exam pattern
9512,Poor time management required
9513,Overall good experience
9514,Average experience
9515,The exam was fair and well structured
9516,Time was insufficient
9517,Paper was moderate
9518,Poor time management required
9519,Paper was moderate
9520,The exam was fair and well structured
9521,Not happy with difficulty level
9522,Time was insufficient
9523,Very satisfied with the exam
9524,The exam was fair and well structured
9525,Time was insufficient
9526,Time was insufficient
9527,Very satisfied with the exam
9528,Average experience
9529,Paper was moderate
9530,Average experience
9531,Not happy with difficulty level
9532,Very satisfied with the exam
9533,Paper was moderate
9534,Overall good experience
9535,Average experience
9536,Questions were too difficult
9537,Time was insufficient
9538,The exam was fair and well structured
9539,Excellent exam pattern
9540,Paper was moderate
9541,Not happy with difficulty level
9542,Average experience
9543,Overall good experience
9544,Time was insufficient
9545,Excellent exam pattern
9546,The exam was fair and well structured
9547,Poor time management required
9548,The exam was fair and well structured
9549,Average experience
9550,The exam was fair and well structured
9551,Average experience
9552,The exam was fair and well structured
9553,Poor time management required
9554,Time was insufficient
9555,Very satisfied with the exam
9556,The exam was fair and well structured
9557,Not happy with difficulty level
9558,Time was insufficient
9559,Time was insufficient
9560,The exam was fair and well structured
9561,Poor time management required
9562,Very satisfied with the exam
9563,Excellent exam pattern
9564,Time was insufficient
9565,Paper was moderate
9566,Not happy with difficulty level
9567,Poor time management required
9568,Excellent exam pattern
9569,Average experience
9570,The exam was fair and well structured
9571,Overall good experience
9572,Average experience
9573,Questions were too difficult
9574,Questions were too difficult
9575,Questions were too difficult
9576,Average experience
9577,Poor time management required
9578,Average experience
9579,Average experience
9580,Paper was moderate
9581,Very satisfied with the exam
9582,Excellent exam pattern
9583,Average experience
9584,Paper was moderate
9585,Very satisfied with the exam
9586,Average experience
9587,The exam was fair and well structured
9588,Average experience
9589,Excellent exam pattern
9590,Not happy with difficulty level
9591,Excellent exam pattern
9592,Not happy with difficulty level
9593,Poor time management required
9594,Overall good experience
9595,Average experience
9596,Overall good experience
9597,Questions were too difficult
9598,Poor time management required
9599,Time was insufficient
9600,Very satisfied with the exam
9601,Questions were too difficult
9602,Excellent exam pattern
9603,Not happy with difficulty level
9604,Not happy with difficulty level
9605,Average experience
9606,Questions were too difficult
9607,Very satisfied with the exam
9608,Questions were too difficult
9609,Poor time management required
9610,Poor time management required
9611,Average experience
9612,Overall good experience
9613,Overall good experience
9614,The exam was fair and well structured
9615,Questions were too difficult
9616,Very satisfied with the exam
9617,Paper was moderate
9618,Time was insufficient
9619,Average experience
9620,Overall good experience
9621,Time was insufficient
9622,Time was insufficient
9623,Overall good experience
9624,Excellent exam pattern
9625,Overall good experience
9626,Very satisfied with the exam
9627,Questions were too difficult
9628,Questions were too difficult
9629,Excellent exam pattern
9630,Overall good experience
9631,Average experience
9632,The exam was fair and well structured
9633,Poor time management required
9634,Overall good experience
9635,Paper was moderate
9636,Overall good experience
9637,Very satisfied with the exam
9638,Time was insufficient
9639,The exam was fair and well structured
9640,Average experience
9641,Paper was moderate
9642,Excellent exam pattern
9643,The exam was fair and well structured
9644,Average experience
9645,Questions were too difficult
9646,Paper was moderate
9647,Time was insufficient
9648,Paper was moderate
9649,Not happy with difficulty level
9650,Overall good experience
9651,Excellent exam pattern
9652,Not happy with difficulty level
9653,The exam was fair and well structured
9654,The exam was fair and well structured
9655,Excellent exam pattern
9656,Time was insufficient
9657,The exam was fair and well structured
9658,Overall good experience
9659,Questions were too difficult
9660,Excellent exam pattern
9661,Questions were too difficult
9662,Paper was moderate
9663,Poor time management required
9664,Very satisfied with the exam
9665,Average experience
9666,Paper was moderate
9667,Poor time management required
9668,Not happy with difficulty level
9669,Average experience
9670,Very satisfied with the exam
9671,The exam was fair and well structured
9672,Average experience
9673,Average experience
9674,Excellent exam pattern
9675,Excellent exam pattern
9676,Time was insufficient
9677,Very satisfied with the exam
9678,Overall good experience
9679,Paper was moderate
9680,The exam was fair and well structured
9681,Not happy with difficulty level
9682,The exam was fair and well structured
9683,Not happy with difficulty level
9684,Not happy with difficulty level
9685,Poor time management required
9686,Overall good experience
9687,Time was insufficient
9688,Poor time management required
9689,Not happy with difficulty level
9690,Paper was moderate
9691,Questions were too difficult
9692,Overall good experience
9693,Time was insufficient
9694,Paper was moderate
9695,Overall good experience
9696,Questions were too difficult
9697,Poor time management required
9698,Excellent exam pattern
9699,Average experience
9700,Poor time management required
9701,Time was insufficient
9702,Overall good experience
9703,Time was insufficient
9704,Time was insufficient
9705,Excellent exam pattern
9706,Very satisfied with the exam
9707,Time was insufficient
9708,Questions were too difficult
9709,Average experience
9710,Overall good experience
9711,The exam was fair and well structured
9712,Overall good experience
9713,Very satisfied with the exam
9714,Not happy with difficulty level
9715,Poor time management required
9716,Excellent exam pattern
9717,Paper was moderate
9718,Time was insufficient
9719,The exam was fair and well structured
9720,Very satisfied with the exam
9721,Overall good experience
9722,Excellent exam pattern
9723,Not happy with difficulty level
9724,Time was insufficient
9725,Very satisfied with the exam
9726,Paper was moderate
9727,Time was insufficient
9728,Average experience
9729,Not happy with difficulty level
9730,The exam was fair and well structured
9731,Excellent exam pattern
9732,The exam was fair and well structured
9733,Average experience
9734,Not happy with difficulty level
9735,Overall good experience
9736,Average experience
9737,Questions were too difficult
9738,Questions were too difficult
9739,Poor time management required
9740,Poor time management required
9741,Very satisfied with the exam
9742,Average experience
9743,Paper was moderate
9744,Time was insufficient
9745,The exam was fair and well structured
9746,Questions were too difficult
9747,Questions were too difficult
9748,Very satisfied with the exam
9749,Excellent exam pattern
9750,Not happy with difficulty level
9751,Overall good experience
9752,The exam was fair and well structured
9753,Time was insufficient
9754,Questions were too difficult
9755,Overall good experience
9756,Average experience
9757,Overall good experience
9758,Average experience
9759,Poor time management required
9760,Very satisfied with the exam
9761,Average experience
9762,Very satisfied with the exam
9763,Excellent exam pattern
9764,Very satisfied with the exam
9765,Not happy with difficulty level
9766,Excellent exam pattern
9767,Poor time management required
9768,Paper was moderate
9769,Paper was moderate
9770,Average experience
9771,Poor time management required
9772,Paper was moderate
9773,Time was insufficient
9774,Excellent exam pattern
9775,Time was insufficient
9776,Time was insufficient
9777,Excellent exam pattern
9778,Very satisfied with the exam
9779,Very satisfied with the exam
9780,The exam was fair and well structured
9781,Very satisfied with the exam
9782,Excellent exam pattern
9783,Questions were too difficult
9784,Paper was moderate
9785,Poor time management required
9786,Not happy with difficulty level
9787,Paper was moderate
9788,Average experience
9789,Time was insufficient
9790,Paper was moderate
9791,Paper was moderate
9792,Time was insufficient
9793,The exam was fair and well structured
9794,Time was insufficient
9795,Average experience
9796,The exam was fair and well structured
9797,Poor time management required
9798,Excellent exam pattern
9799,Excellent exam pattern
9800,Questions were too difficult
9801,Questions were too difficult
9802,Overall good experience
9803,Overall good experience
9804,Paper was moderate
9805,Not happy with difficulty level
9806,Average experience
9807,Excellent exam pattern
9808,The exam was fair and well structured
9809,Very satisfied with the exam
9810,Average experience
9811,The exam was fair and well structured
9812,Average experience
9813,Very satisfied with the exam
9814,Average experience
9815,Not happy with difficulty level
9816,Overall good experience
9817,Questions were too difficult
9818,Paper was moderate
9819,Paper was moderate
9820,Poor time management required
9821,The exam was fair and well structured
9822,Excellent exam pattern
9823,Paper was moderate
9824,Excellent exam pattern
9825,Excellent exam pattern
9826,Time was insufficient
9827,Overall good experience
9828,Excellent exam pattern
9829,Overall good experience
9830,The exam was fair and well structured
9831,Overall good experience
9832,The exam was fair and well structured
9833,Excellent exam pattern
9834,Questions were too difficult
9835,The exam was fair and well structured
9836,Paper was moderate
9837,Average experience
9838,Questions were too difficult
9839,Paper was moderate
9840,Overall good experience
9841,Overall good experience
9842,Paper was moderate
9843,Very satisfied with the exam
9844,Poor time management required
9845,Not happy with difficulty level
9846,Excellent exam pattern
9847,Not happy with difficulty level
9848,Overall good experience
9849,Time was insufficient
9850,Questions were too difficult
9851,Questions were too difficult
9852,Average experience
9853,Excellent exam pattern
9854,Average experience
9855,Very satisfied with the exam
9856,The exam was fair and well structured
9857,Very satisfied with the exam
9858,Paper was moderate
9859,Questions were too difficult
9860,Overall good experience
9861,Questions were too difficult
9862,Excellent exam pattern
9863,Paper was moderate
9864,Overall good experience
9865,Very satisfied with the exam
9866,Questions were too difficult
9867,Very satisfied with the exam
9868,Paper was moderate
9869,Average experience
9870,Not happy with difficulty level
9871,Excellent exam pattern
9872,The exam was fair and well structured
9873,Overall good experience
9874,Paper was moderate
9875,Not happy with difficulty level
9876,Not happy with difficulty level
9877,Questions were too difficult
9878,Time was insufficient
9879,Average experience
9880,Very satisfied with the exam
9881,Excellent exam pattern
9882,Very satisfied with the exam
9883,Time was insufficient
9884,Overall good experience
9885,Excellent exam pattern
9886,Not happy with difficulty level
9887,Average experience
9888,Excellent exam pattern
9889,Paper was moderate
9890,Excellent exam pattern
9891,Not happy with difficulty level
9892,Paper was moderate
9893,Time was insufficient
9894,Average experience
9895,The exam was fair and well structured
9896,Paper was moderate
9897,Average experience
9898,Excellent exam pattern
9899,Very satisfied with the exam
9900,Overall good experience
9901,Time was insufficient
9902,Time was insufficient
9903,Time was insufficient
9904,Very satisfied with the exam
9905,Paper was moderate
9906,Overall good experience
9907,Questions were too difficult
9908,Questions were too difficult
9909,Time was insufficient
9910,Very satisfied with the exam
9911,Overall good experience
9912,Paper was moderate
9913,Time was insufficient
9914,Time was insufficient
9915,Poor time management required
9916,Time was insufficient
9917,Overall good experience
9918,Not happy with difficulty level
9919,Not happy with difficulty level
9920,Poor time management required
9921,Paper was moderate
9922,Not happy with difficulty level
9923,The exam was fair and well structured
9924,Average experience
9925,Poor time management required
9926,Not happy with difficulty level
9927,The exam was fair and well structured
9928,Not happy with difficulty level
9929,Time was insufficient
9930,Average experience
9931,Poor time management required
9932,Very satisfied with the exam
9933,Excellent exam pattern
9934,Overall good experience
9935,The exam was fair and well structured
9936,Overall good experience
9937,Very satisfied with the exam
9938,Paper was moderate
9939,Average experience
9940,Paper was moderate
9941,Paper was moderate
9942,Not happy with difficulty level
9943,Paper was moderate
9944,Paper was moderate
9945,Paper was moderate
9946,Poor time management required
9947,Average experience
9948,Overall good experience
9949,Poor time management required
9950,Time was insufficient
9951,Average experience
9952,Overall good experience
9953,The exam was fair and well structured
9954,Time was insufficient
9955,Very satisfied with the exam
9956,Excellent exam pattern
9957,The exam was fair and well structured
9958,Average experience
9959,Overall good experience
9960,Paper was moderate
9961,Very satisfied with the exam
9962,The exam was fair and well structured
9963,Paper was moderate
9964,Not happy with difficulty level
9965,Not happy with difficulty level
9966,Time was insufficient
9967,Average experience
9968,Very satisfied with the exam
9969,Overall good experience
9970,Time was insufficient
9971,Poor time management required
9972,Questions were too difficult
9973,Paper was moderate
9974,Not happy with difficulty level
9975,Questions were too difficult
9976,Not happy with difficulty level
9977,The exam was fair and well structured
9978,Poor time management required
9979,The exam was fair and well structured
9980,Average experience
9981,Paper was moderate
9982,Poor time management required
9983,Poor time management required
9984,Not happy with difficulty level
9985,Very satisfied with the exam
9986,Questions were too difficult
9987,Not happy with difficulty level
9988,Paper was moderate
9989,Time was insufficient
9990,The exam was fair and well structured
